"",V1,car_names,car_prices,car_registered_date,car_km,car_PS,car_configuration,car_fuelType,car_adresse,Datum,Marke,Typ_grob,Typ,Status,VerkauftIn
"609",609,VOLVO XC60 2.0 D5 Inscription AWD,32896,09.2018,135'188,235,Automatikgetriebe,Diesel,3018 Bern,2023-11-18,VOLVO ,XC60 ,XC60 2.0 ,,FALSE
"610",610,MINI Countryman Cooper S ALL4,9990,05.2012,108'340,184,Handschaltung,Benzin,8580 Amriswil,2023-11-18,MINI ,Countryman ,Countryman Cooper ,,FALSE
"611",611,CITROEN C3 Aircross 1.2i PureTech Swiss Edition+ EAT6,26950,Neues Fahrzeug,30,131,Automatikgetriebe,Benzin,9242 Oberuzwil,2023-11-18,CITROEN ,C3 ,C3 Aircross ,,FALSE
"612",612,MINI Cooper S Multitone Edition Steptronic DKG,42900,06.2023,5'400,178,Automatikgetriebe,Benzin,1530 Payerne,2023-11-18,MINI ,Cooper ,Cooper S ,,FALSE
"613",613,FIAT 500 electric Icon,24900,06.2022,21'530,118,Automatikgetriebe,Elektro,8554 Bonau Wigoltingen,2023-11-18,FIAT ,500 ,500 electric ,,FALSE
"614",614,SEAT Alhambra 1.4 TSI DSG Hola FR,38880,01.2022,37'650,150,Automatikgetriebe,Benzin,8105 Regensdorf,2023-11-18,SEAT ,Alhambra ,Alhambra 1.4 ,,FALSE
"615",615,FIAT 500X 1.5 Hybrid 130 Swiss Edition,32890,Neues Fahrzeug,1,131,Automatikgetriebe,Benzin,8408 Winterthur,2023-11-18,FIAT ,500X ,500X 1.5 ,,FALSE
"616",616,VW ID.5 GTX,59900,03.2023,7'676,299,Automatikgetriebe,Elektro,8754 Netstal,2023-11-18,VW ,ID.5 ,ID.5 ,,FALSE
"617",617,VW Golf 1.5 e TSI ACT Life DSG,29900,09.2021,12'000,130,Automatikgetriebe,Benzin,8754 Netstal,2023-11-18,VW ,Golf ,Golf 1.5 ,,FALSE
"618",618,MERCEDES-BENZ A 35 AMG 4Matic Speedshift,39900,11.2019,54'000,306,Automatikgetriebe,Benzin,8754 Netstal,2023-11-18,MERCEDES-BENZ ,A ,A 35 ,,FALSE
"619",619,CUPRA Ateca 2.0TSI VZ 4Drive DSG,55900,Neues Fahrzeug,10,300,Automatikgetriebe,Benzin,9450 Altstätten,2023-11-18,CUPRA ,Ateca ,Ateca 2.0TSI ,,FALSE
"620",620,AUDI Q3 45 TFSI S line quattro S-tronic,73400,Neues Fahrzeug,5,245,Automatikgetriebe,Benzin,1245 Collonge-Bellerive / Genève,2023-11-18,AUDI ,Q3 ,Q3 45 ,,FALSE
"621",621,FORD Focus 1.6i VCT Titanium X PowerShift,12990,12.2014,121'900,125,Automatikgetriebe,Benzin,8580 Amriswil,2023-11-18,FORD ,Focus ,Focus 1.6i ,,FALSE
"622",622,MERCEDES-BENZ E 53 Coupé AMG 4 Matic+ 9G-Tronic,63600,11.2019,67'000,435,Automatikgetriebe,Benzin,5242 Lupfig,2023-11-18,MERCEDES-BENZ ,E ,E 53 ,,FALSE
"623",623,BMW M4 Cabrio Competition M xDrive,99900,12.2021,7'500,510,Automatikgetriebe,Benzin,5242 Lupfig,2023-11-18,BMW ,M4 ,M4 Cabrio ,,FALSE
"624",624,AUDI RS3 Limousine 2.5 TSI quattro S-tronic,83500,01.2023,600,400,Automatikgetriebe,Benzin,8008 Zürich,2023-11-18,AUDI ,RS3 ,RS3 Limousine ,,FALSE
"625",625,KIA XCEED 1.6 T-GDi GT-Line DCT,33500,03.2023,13'500,204,Automatikgetriebe,Benzin,5630 Muri,2023-11-18,KIA ,XCEED ,XCEED 1.6 ,,FALSE
"626",626,KIA Sportage 1.6 T-GDi GT-Line,45990,Neues Fahrzeug,25,180,Automatikgetriebe,Benzin,5630 Muri,2023-11-18,KIA ,Sportage ,Sportage 1.6 ,,FALSE
"627",627,KIA NIRO EV Style,48900,Neues Fahrzeug,25,204,Automatikgetriebe,Elektro,5630 Muri,2023-11-18,KIA ,NIRO ,NIRO EV ,,FALSE
"628",628,KIA EV6 77 kWh GT-Line 4x4,63900,08.2023,500,325,Automatikgetriebe,Elektro,5630 Muri,2023-11-18,KIA ,EV6 ,EV6 77 ,,FALSE
"629",629,KIA Sportage 1.6 T-GDi Hybrid Power Edition,46900,Neues Fahrzeug,25,180,Automatikgetriebe,Hybrid,5630 Muri,2023-11-18,KIA ,Sportage ,Sportage 1.6 ,,FALSE
"630",630,ROLLS-ROYCE Cullinan 6.7 V12,379800,05.2020,15'500,571,Automatikgetriebe,Benzin,8833 Samstagern,2023-11-18,ROLLS-ROYCE ,Cullinan ,Cullinan 6.7 ,,FALSE
"631",631,LAND ROVER Range Rover Velar SV Autobiography Dyn. Edition A.,72890,09.2019,69'900,550,Automatikgetriebe,Benzin,8309 Nürensdorf,2023-11-18,LAND ,ROVER ,ROVER Range ,,FALSE
"632",632,RENAULT Zoe Intens R135 (Batterie Miete),19900,03.2021,24'450,136,"",Elektro,1024 Ecublens,2023-11-18,RENAULT ,Zoe ,Zoe Intens ,,FALSE
"633",633,BMW 740d xDrive,68999,01.2020,67'500,320,Automatikgetriebe,Diesel,4147 Aesch BL,2023-11-18,BMW ,740d ,740d ,,FALSE
"634",634,BMW 220d xDrive Ac Tou Fam Ed,29999,10.2019,29'100,190,Automatikgetriebe,Diesel,4147 Aesch BL,2023-11-18,BMW ,220d ,220d xDrive ,,FALSE
"635",635,BMW 118i Edition M Sport,18799,02.2019,78'300,136,Handschaltung,Benzin,4147 Aesch BL,2023-11-18,BMW ,118i ,118i Edition ,,FALSE
"636",636,DS AUTOMOBILES DS4,40940,Neues Fahrzeug,10,131,Automatikgetriebe,Benzin,8570 Weinfelden,2023-11-18,DS ,AUTOMOBILES ,AUTOMOBILES ,,FALSE
"637",637,CITROEN C4 1.2 PureTech Feel 130i Automat EAT8,19860,05.2021,20'700,131,Automatikgetriebe,Benzin,8570 Weinfelden,2023-11-18,CITROEN ,C4 ,C4 1.2 ,,FALSE
"638",638,BMW X3 xDrive 48V M40d Travel Individual Steptronic,103900,Neues Fahrzeug,100,339,Automatikgetriebe,Diesel,6341 Baar,2023-11-18,BMW ,X3 ,X3 xDrive ,,FALSE
"639",639,AUDI Q2 40 TFSI S line Attraction quattro S-tronic,56700,Neues Fahrzeug,5,190,Automatikgetriebe,Benzin,1245 Collonge-Bellerive / Genève,2023-11-18,AUDI ,Q2 ,Q2 40 ,,FALSE
"640",640,CUPRA BORN Sensacion 58kWh,39900,Neues Fahrzeug,20,204,Automatikgetriebe,Elektro,6064 Kerns,2023-11-18,CUPRA ,BORN ,BORN Sensacion ,,FALSE
"641",641,MERCEDES-BENZ GLA 200 Urban Night-Paket 7G-DCT,19800,08.2014,69'412,156,Automatikgetriebe,Benzin,6020 Emmenbrücke,2023-11-18,MERCEDES-BENZ ,GLA ,GLA 200 ,,FALSE
"642",642,SKODA Superb Combi 2.0 TDi SportLine Light 4x4 DSG,49500,06.2022,26'500,200,Automatikgetriebe,Diesel,5432 Neuenhof,2023-11-18,SKODA ,Superb ,Superb Combi ,,FALSE
"643",643,MERCEDES-BENZ V 220 d Trend lang 4Matic 9G-Tronic,59000,07.2021,28'100,163,Automatikgetriebe,Diesel,8340 Hinwil,2023-11-18,MERCEDES-BENZ ,V ,V 220 ,,FALSE
"644",644,SKODA Superb Combi 1.5 TSI Black Edition DSG,44900,Neues Fahrzeug,1,150,Automatikgetriebe,Benzin,8834 Schindellegi-Feusisberg,2023-11-18,SKODA ,Superb ,Superb Combi ,,FALSE
"645",645,OPEL ASTRA 1.2 Turbo GS-Line (Swiss Plus),29989,Neues Fahrzeug,7,130,Automatikgetriebe,Benzin,5610 Wohlen (AG),2023-11-18,OPEL ,ASTRA ,ASTRA 1.2 ,,FALSE
"646",646,NISSAN JUKE 1.6 FHEV N-Connecta,26889,Tageszulassung,7,143,Automatikgetriebe,Hybrid,5610 Wohlen (AG),2023-11-18,NISSAN ,JUKE ,JUKE 1.6 ,,FALSE
"647",647,ALFA ROMEO STELVIO 2.2 JTDM Veloce Q4,49989,Tageszulassung,5,210,Automatikgetriebe,Diesel,5610 Wohlen (AG),2023-11-18,ALFA ,ROMEO ,ROMEO STELVIO ,,FALSE
"648",648,FORD FOCUS 1.0i EcoB MHEV 125 Active Aut.,27989,Tageszulassung,6,125,Automatikgetriebe,Benzin,5610 Wohlen (AG),2023-11-18,FORD ,FOCUS ,FOCUS 1.0i ,,FALSE
"649",649,CUPRA LEON ST 2.0 TSI VZ DSG 4Drive,36890,07.2022,20'900,310,Automatikgetriebe,Benzin,8370 Sirnach,2023-11-18,CUPRA ,LEON ,LEON ST ,,FALSE
"650",650,VW TIGUAN 2.0TSI DSG R-Performance Akrapovic,60900,03.2023,13'890,320,Automatikgetriebe,Benzin,9430 St. Margrethen SG,2023-11-18,VW ,TIGUAN ,TIGUAN 2.0TSI ,,FALSE
"651",651,SKODA Octavia Combi 2.0 TDI DSG Scout 4x4,31800,05.2021,67'000,200,Automatikgetriebe,Diesel,6423 Seewen,2023-11-18,SKODA ,Octavia ,Octavia Combi ,,FALSE
"652",652,FORD Fiesta 1.0 EcoB Hybrid ST-Line 125 MHEV D7,26622,Neues Fahrzeug,8,125,Automatikgetriebe,Benzin,3930 Visp,2023-11-18,FORD ,Fiesta ,Fiesta 1.0 ,,FALSE
"653",653,SUBARU Forester 2.0i e-Boxer Sport 4x4 Hybrid,46554,Neues Fahrzeug,8,166,Automatikgetriebe,Hybrid,3930 Visp,2023-11-18,SUBARU ,Forester ,Forester 2.0i ,,FALSE
"654",654,AUDI SQ8 4.0 V8 TFSI quattro T-Tronic,99980,08.2021,37'900,507,Automatikgetriebe,Benzin,9542 Münchwilen,2023-11-18,AUDI ,SQ8 ,SQ8 4.0 ,,FALSE
"655",655,AUDI A5 Coupé 40 TFSI Sport,34800,02.2019,24'200,190,Automatikgetriebe,Benzin,8051 Zürich,2023-11-18,AUDI ,A5 ,A5 Coupé ,,FALSE
"656",656,BMW X4 M40i,53500,06.2019,38'900,360,Automatikgetriebe,Benzin,8051 Zürich,2023-11-18,BMW ,X4 ,X4 ,,FALSE
"657",657,PORSCHE Macan GTS PDK,97890,05.2022,27'500,441,Automatikgetriebe,Benzin,1212 Grand-Lancy,2023-11-18,PORSCHE ,Macan ,Macan GTS ,,FALSE
"658",658,FORD Kuga 2.5 Plug-in Hybrid ST-Line X,43890,Vorführmodell,14'490,152,Automatikgetriebe,Hybrid,8587 Oberaach,2023-11-18,FORD ,Kuga ,Kuga 2.5 ,,FALSE
"659",659,FORD Kuga 2.5 Hybrid ST-Line X 4x4,38890,10.2022,29'450,152,Automatikgetriebe,Hybrid,8587 Oberaach,2023-11-18,FORD ,Kuga ,Kuga 2.5 ,,FALSE
"660",660,VW Touran 2.0 TDI Highline DSG,8850,08.2011,210'000,140,Automatikgetriebe,Diesel,8494 Bauma,2023-11-18,VW ,Touran ,Touran 2.0 ,,FALSE
"661",661,FIAT 500 Cabrio Swiss Edition,32990,Tageszulassung,200,118,Automatikgetriebe,Elektro,6210 Sursee,2023-11-18,FIAT ,500 ,500 Cabrio ,,FALSE
"662",662,JEEP Wrangler 2.0 Turbo Overland Unlimited 4xe,69790,Vorführmodell,7'000,381,Automatikgetriebe,Hybrid,6210 Sursee,2023-11-18,JEEP ,Wrangler ,Wrangler 2.0 ,,FALSE
"663",663,JEEP Wrangler 2.0 Turbo Overland,60990,Tageszulassung,200,272,Automatikgetriebe,Benzin,6210 Sursee,2023-11-18,JEEP ,Wrangler ,Wrangler 2.0 ,,FALSE
"664",664,DACIA Duster 1.5 dCi Ambiance 4x4,6900,08.2011,196'792,110,Handschaltung,Diesel,1023 Crissier,2023-11-18,DACIA ,Duster ,Duster 1.5 ,,FALSE
"665",665,CUPRA Formentor 2.0 TSI VZ 4Drive DSG,36990,11.2020,36'000,310,Automatikgetriebe,Benzin,6210 Sursee,2023-11-18,CUPRA ,Formentor ,Formentor 2.0 ,,FALSE
"666",666,BMW X6 M50i Steptronic,77777,05.2020,79'000,530,Automatikgetriebe,Benzin,9495 Triesen,2023-11-18,BMW ,X6 ,X6 M50i ,,FALSE
"667",667,BMW X2 xDrive 25e M Sport Steptronic,42999,04.2022,21'000,220,Automatikgetriebe,Hybrid,9495 Triesen,2023-11-18,BMW ,X2 ,X2 xDrive ,,FALSE
"668",668,BMW M550d xDrive Touring Steptronic,38900,07.2019,125'000,400,Automatikgetriebe,Diesel,8620 Wetzikon ZH,2023-11-18,BMW ,M550d ,M550d xDrive ,,FALSE
"669",669,VW Touran 1.4 TSI Comfortline,8450,05.2011,203'075,140,Handschaltung,Benzin,6048 Horw,2023-11-18,VW ,Touran ,Touran 1.4 ,,FALSE
"670",670,TOYOTA Proace City Verso 1.5 Trend L2,39950,Vorführmodell,3'000,130,Handschaltung,Diesel,3608 Thun-Allmendingen,2023-11-18,TOYOTA ,Proace ,Proace City ,,FALSE
"671",671,MERCEDES-BENZ EQC 400 AMG Line 4Matic,58600,04.2020,59'000,408,Automatikgetriebe,Elektro,5430 Wettingen,2023-11-18,MERCEDES-BENZ ,EQC ,EQC 400 ,,FALSE
"672",672,MERCEDES-BENZ GLC Coupé 300 AMG 4Matic,44900,04.2018,69'000,245,Automatikgetriebe,Benzin,4132 Muttenz,2023-11-18,MERCEDES-BENZ ,GLC ,GLC Coupé ,,FALSE
"673",673,MINI Cooper S Cabriolet,28900,07.2018,20'200,192,Automatikgetriebe,Benzin,4132 Muttenz,2023-11-18,MINI ,Cooper ,Cooper S ,,FALSE
"674",674,OPEL Corsa 1.2 TP GS,26890,Neues Fahrzeug,25,100,Handschaltung,Benzin,8330 Pfäffikon,2023-11-18,OPEL ,Corsa ,Corsa 1.2 ,,FALSE
"675",675,OPEL Corsa 1.2 TP GS A,28990,Neues Fahrzeug,25,100,Automatikgetriebe,Benzin,8330 Pfäffikon,2023-11-18,OPEL ,Corsa ,Corsa 1.2 ,,FALSE
"676",676,AUDI A3 Sportback 40 TFSI S line quattro S-tronic,43500,11.2022,32'300,190,Automatikgetriebe,Benzin,6414 Oberarth,2023-11-18,AUDI ,A3 ,A3 Sportback ,,FALSE
"677",677,BMW-ALPINA B3 BiTurbo Touring 3.0 xDrive Switch-Tronic,134120,Neues Fahrzeug,10,495,Automatikgetriebe,Benzin,1895 Vionnaz,2023-11-18,BMW-ALPINA ,B3 ,B3 BiTurbo ,,FALSE
"678",678,ISUZU D-MAX 1.9 SpaceCab N60F 4x4 AT,45900,Neues Fahrzeug,20,164,Automatikgetriebe,Diesel,8112 Otelfingen,2023-11-18,ISUZU ,D-MAX ,D-MAX 1.9 ,,FALSE
"679",679,BMW X5 xDrive M50i,72900,10.2019,81'000,530,Automatikgetriebe,Benzin,4132 Muttenz,2023-11-18,BMW ,X5 ,X5 xDrive ,,FALSE
"680",680,VOLVO XC60 D5 AWD Inscription Geartronic,38800,09.2018,74'300,235,Automatikgetriebe,Diesel,8712 Stäfa,2023-11-18,VOLVO ,XC60 ,XC60 D5 ,,FALSE
"681",681,MERCEDES-BENZ S 63 AMG Coupé Speedshift MCT,99500,08.2016,52'400,585,Automatikgetriebe,Benzin,8855 Wangen,2023-11-18,MERCEDES-BENZ ,S ,S 63 ,,FALSE
"682",682,SKODA Karoq 2.0 TDI SCR Style 4x4 DSG,33790,08.2020,26'900,190,Automatikgetriebe,Diesel,9015 St. Gallen,2023-11-18,SKODA ,Karoq ,Karoq 2.0 ,,FALSE
"683",683,CUPRA Ateca 2.0TSI 4Drive,43900,Vorführmodell,5'900,300,Automatikgetriebe,Benzin,8832 Wollerau,2023-11-18,CUPRA ,Ateca ,Ateca 2.0TSI ,,FALSE
"684",684,DS AUTOMOBILES DS7 E-T. 300 4x4 Rivoli,39999,10.2021,38'500,,Automatikgetriebe,"",2022 Bevaix,2023-11-18,DS ,AUTOMOBILES ,AUTOMOBILES DS7 ,,FALSE
"685",685,MAZDA MX-5 RF SKYACTIV-G 184 Revolution,39490,04.2021,12'500,184,Handschaltung,Benzin,6814 Lamone,2023-11-18,MAZDA ,MX-5 ,MX-5 RF ,,FALSE
"686",686,TOYOTA Hilux 4x4 DoubleCab LineaLuna,19900,04.2011,160'655,144,Handschaltung,Diesel,8309 Nürensdorf / Zürich,2023-11-18,TOYOTA ,Hilux ,Hilux 4x4 ,,FALSE
"687",687,"AUDI TT Roadster TTS """" BRONZE EDITION """" S-tronic quattro Gletscherweiss Metallic",59999,10.2022,3'990,320,Automatikgetriebe,Benzin,5634 Merenschwand,2023-11-18,AUDI ,TT ,TT Roadster ,,FALSE
"688",688,AUDI A3 Sportback 40 TFSI Sport quattro S-tronic,26900,09.2019,72'500,190,Automatikgetriebe,Benzin,8604 Volketswil / Zürich,2023-11-18,AUDI ,A3 ,A3 Sportback ,,FALSE
"689",689,BMW X5 M,51900,09.2015,110'700,575,Automatikgetriebe,Benzin,8340 Hinwil,2023-11-18,BMW ,X5 ,X5 ,,FALSE
"690",690,VW e-UP * 37 kWh *,15990,07.2020,29'586,82,Automatikgetriebe,Elektro,"4665  Oftringen (AG),  Tychbodenstrasse 3.",2023-11-18,VW ,e-UP ,e-UP * ,,FALSE
"691",691,MERCEDES-BENZ E 400 d T 4Matic AMG Line 9G-Tronic Graphitgrau Metallic,63550,08.2020,24'300,330,Automatikgetriebe,Diesel,5634 Merenschwand,2023-11-18,MERCEDES-BENZ ,E ,E 400 ,,FALSE
"692",692,MINI Cooper SE,24900,03.2020,36'200,184,Automatikgetriebe,Elektro,8750 Glarus,2023-11-18,MINI ,Cooper ,Cooper ,,FALSE
"693",693,AUDI A4 Avant 1.8 T,3200,05.2003,160'400,163,Automatikgetriebe,Benzin,8340 Hinwil,2023-11-18,AUDI ,A4 ,A4 Avant ,,FALSE
"694",694,PEUGEOT 2008 1.2 PureTech GT Line EAT6,12990,06.2017,105'000,110,Automatikgetriebe,Benzin,1030 Bussigny,2023-11-18,PEUGEOT ,2008 ,2008 1.2 ,,FALSE
"695",695,AUDI RS4 Avant 2.9 TFSI quattro tiptronic,69900,08.2019,51'800,450,Automatikgetriebe,Benzin,6500 Bellinzona,2023-11-18,AUDI ,RS4 ,RS4 Avant ,,FALSE
"696",696,PORSCHE 911 Turbo S Cabriolet,234800,05.2021,27'500,650,Automatikgetriebe,Benzin,8370 Sirnach (TG) an der Autobahn A1,2023-11-18,PORSCHE ,911 ,911 Turbo ,,FALSE
"697",697,MAZDA CX-3 2.0 Revolution,21600,02.2019,86'356,121,Automatikgetriebe,Benzin,1400 Yverdon les Bains,2023-11-18,MAZDA ,CX-3 ,CX-3 2.0 ,,FALSE
"698",698,KIA SPORTAGE 1.6T-GDI HEV Hybrid Style 4x4 Automatik,40989,Tageszulassung,33,230,Automatikgetriebe,Hybrid,5610 Wohlen (AG),2023-11-18,KIA ,SPORTAGE ,SPORTAGE 1.6T-GDI ,,FALSE
"699",699,SEAT Leon ST 2.0 TSI Cupra 300 4 Drive DSG,27990,08.2019,58'000,300,Automatikgetriebe,Benzin,1217 Meyrin,2023-11-18,SEAT ,Leon ,Leon ST ,,FALSE
"700",700,VW Arteon SB 2.0 TDI R-Line 4Motion DSG,39700,01.2022,24'900,200,Automatikgetriebe,Diesel,8404 Winterthur,2023-11-18,VW ,Arteon ,Arteon SB ,,FALSE
"701",701,BMW X3 xDrive 48V M40d Steptronic,67990,05.2022,14'300,339,Automatikgetriebe,Diesel,8865 Bilten,2023-11-18,BMW ,X3 ,X3 xDrive ,,FALSE
"702",702,SKODA Octavia Combi 1.4 TSI PHEV DSG Style,30700,12.2020,16'900,204,Automatikgetriebe,Hybrid,8404 Winterthur,2023-11-18,SKODA ,Octavia ,Octavia Combi ,,FALSE
"703",703,MERCEDES-BENZ C 63 AMG 9G-tronic,79900,02.2021,29'800,476,Automatikgetriebe,Benzin,8865 Bilten,2023-11-18,MERCEDES-BENZ ,C ,C 63 ,,FALSE
"704",704,VW Golf 2.0 TSI R DSG 4Motion,49990,Tageszulassung,10,320,Automatikgetriebe,Benzin,8865 Bilten,2023-11-18,VW ,Golf ,Golf 2.0 ,,FALSE
"705",705,VW Golf 2.0 TSI R DSG 4Motion,49990,Tageszulassung,10,320,Automatikgetriebe,Benzin,8865 Bilten,2023-11-18,VW ,Golf ,Golf 2.0 ,,FALSE
"706",706,SKODA Kodiaq 2.0 TSI Ambition DSG 4x4,24999,01.2018,131'456,180,Automatikgetriebe,Benzin,6312 Steinhausen,2023-11-18,SKODA ,Kodiaq ,Kodiaq 2.0 ,,FALSE
"707",707,AUDI A6 allroad 3.0 TDI V6 quattro S-tronic,24999,03.2016,163'124,272,Automatikgetriebe,Diesel,6312 Steinhausen,2023-11-18,AUDI ,A6 ,A6 allroad ,,FALSE
"708",708,VW Tiguan 2.0 TDI SCR Highline 4Motion DSG,30999,06.2017,87'908,240,Automatikgetriebe,Diesel,6312 Steinhausen,2023-11-18,VW ,Tiguan ,Tiguan 2.0 ,,FALSE
"709",709,MINI Cooper Cabriolet,18999,01.2017,92'239,136,Handschaltung,Benzin,6312 Steinhausen,2023-11-18,MINI ,Cooper ,Cooper ,,FALSE
"710",710,MERCEDES-BENZ E 200 4 Matic 9G-Tronic,31990,12.2018,79'000,184,Automatikgetriebe,Benzin,1217 Meyrin,2023-11-18,MERCEDES-BENZ ,E ,E 200 ,,FALSE
"711",711,KIA 1.2 CVVT Rio,17900,Vorführmodell,1'700,84,Handschaltung,Benzin,5073 Gipf-Oberfrick,2023-11-18,KIA ,1.2 ,1.2 CVVT ,,FALSE
"712",712,MERCEDES-BENZ EQA 250 AMG Line,63800,Neues Fahrzeug,20,190,Automatikgetriebe,Elektro,8305 Dietlikon,2023-11-18,MERCEDES-BENZ ,EQA ,EQA 250 ,,FALSE
"713",713,MERCEDES-BENZ GLC 350 e AMG Line 4Matic 7G-Tronic,45900,05.2018,36'500,319,Automatikgetriebe,Hybrid,1214 Vernier,2023-11-18,MERCEDES-BENZ ,GLC ,GLC 350 ,,FALSE
"714",714,SKODA Kodiaq 2.0 TSI Ambition 4x4 7-Plätzer,34900,01.2020,85'000,190,Automatikgetriebe,Benzin,7000 Chur,2023-11-18,SKODA ,Kodiaq ,Kodiaq 2.0 ,,FALSE
"715",715,BMW X3 xDrive M40i Steptronic,49900,05.2020,72'700,360,Automatikgetriebe,Benzin,8424 Embrach,2023-11-18,BMW ,X3 ,X3 xDrive ,,FALSE
"716",716,BMW X3 xDrive 30i M Sport,46900,07.2019,37'300,252,Automatikgetriebe,Benzin,8157 Dielsdorf,2023-11-18,BMW ,X3 ,X3 xDrive ,,FALSE
"717",717,TESLA Model S 90 D,39544,09.2016,91'500,525,Automatikgetriebe,Elektro,3414 Oberburg,2023-11-18,TESLA ,Model ,Model S ,,FALSE
"718",718,SMART Fortwo cabrio EQ passion,20600,09.2019,31'000,82,Automatikgetriebe,Elektro,8108 Dällikon,2023-11-18,SMART ,Fortwo ,Fortwo cabrio ,,FALSE
"719",719,FORD MUSTANG Fastback 5.0i-V8  BULLITT,76050,07.2019,9'800,459,Handschaltung,Benzin,6210 Sursee,2023-11-18,FORD ,MUSTANG ,MUSTANG Fastback ,,FALSE
"720",720,VOLVO XC60 2.0 B4 MH R-Design AWD,42970,08.2019,53'200,211,Automatikgetriebe,Diesel,3063 ITTIGEN,2023-11-18,VOLVO ,XC60 ,XC60 2.0 ,,FALSE
"721",721,MERCEDES-BENZ C 180 Aut.,29900,02.2017,63'890,156,Automatikgetriebe,Benzin,5702 Niederlenz,2023-11-18,MERCEDES-BENZ ,C ,C 180 ,,FALSE
"722",722,FORD Puma 1.5 SCTi ST Performance (CH),27900,12.2021,15'700,200,Handschaltung,Benzin,5702 Niederlenz,2023-11-18,FORD ,Puma ,Puma 1.5 ,,FALSE
"723",723,BMW X3 xDrive 48V 20d M Sport Facelift,49900,06.2022,27'160,190,Automatikgetriebe,Diesel,5702 Niederlenz,2023-11-18,BMW ,X3 ,X3 xDrive ,,FALSE
"724",724,BMW 740d xDrive M-Sport 4x4,65900,05.2020,44'900,320,Automatikgetriebe,Diesel,5702 Niederlenz,2023-11-18,BMW ,740d ,740d xDrive ,,FALSE
"725",725,BMW M850i xDrive 4x4 Individual,79900,07.2020,18'799,530,Automatikgetriebe,Benzin,5702 Niederlenz,2023-11-18,BMW ,M850i ,M850i xDrive ,,FALSE
"726",726,VW Touareg 3.0 TSI e Hybrid Atmosphere 5 Jahre Werksgarantie,75900,Neues Fahrzeug,50,381,Automatikgetriebe,Hybrid,5702 Niederlenz,2023-11-18,VW ,Touareg ,Touareg 3.0 ,,FALSE
"727",727,VW Golf 2.0 TDI GTD DSG Aut.,45900,Neues Fahrzeug,10,200,Automatikgetriebe,Diesel,5702 Niederlenz,2023-11-18,VW ,Golf ,Golf 2.0 ,,FALSE
"728",728,VW Tiguan 1.4TSIPHEV R-L DSG 245PS 5 Jahre Werksgarantie,53900,Neues Fahrzeug,10,245,Automatikgetriebe,Hybrid,5702 Niederlenz,2023-11-18,VW ,Tiguan ,Tiguan 1.4TSIPHEV ,,FALSE
"729",729,SKODA Kodiaq 2.0 TSI 4x4 RS Leder 7 Plätze,57900,01.2023,4'895,244,Automatikgetriebe,Benzin,5702 Niederlenz,2023-11-18,SKODA ,Kodiaq ,Kodiaq 2.0 ,,FALSE
"730",730,MERCEDES-BENZ A AMG 35 4Matic+ 8G-DCT,63900,02.2023,5'900,306,Automatikgetriebe,Benzin,9422 Staad SG,2023-11-18,MERCEDES-BENZ ,A ,A AMG ,,FALSE
"731",731,AUDI A6 50 TDI Quattro S-Line 4x4,69900,02.2021,5'900,286,Automatikgetriebe,Diesel,5702 Niederlenz,2023-11-18,AUDI ,A6 ,A6 50 ,,FALSE
"732",732,MERCEDES-BENZ C 63 S AMG Performance Facelift,82900,06.2018,5'900,510,Automatikgetriebe,Benzin,5702 Niederlenz,2023-11-18,MERCEDES-BENZ ,C ,C 63 ,,FALSE
"733",733,ASTON MARTIN DBX 4.0 V8,195000,11.2021,8'500,551,Automatikgetriebe,Benzin,8800 Thalwil,2023-11-18,ASTON ,MARTIN ,MARTIN DBX ,,FALSE
"734",734,FIAT 500 Icon,25890,01.2021,6'600,118,Automatikgetriebe,Elektro,9542 Münchwilen,2023-11-18,FIAT ,500 ,500 ,,FALSE
"735",735,SUZUKI SWIFT 1.2 Compact Top Hybrid 4x4,23680,Neues Fahrzeug,8,83,Handschaltung,Benzin,9542 Münchwilen,2023-11-18,SUZUKI ,SWIFT ,SWIFT 1.2 ,,FALSE
"736",736,SKODA OCTAVIA Combi 1.4 TSI DSG PHEV RS,39990,10.2021,24'900,245,Automatikgetriebe,Hybrid,9542 Münchwilen,2023-11-18,SKODA ,OCTAVIA ,OCTAVIA Combi ,,FALSE
"737",737,JEEP AVENGER Altitude,42200,Neues Fahrzeug,10,156,Automatikgetriebe,Elektro,9015 St. Gallen,2023-11-18,JEEP ,AVENGER ,AVENGER ,,FALSE
"738",738,AUDI RS4 Avant 2.9 V6 TFSI quattro T-Tronic,62800,09.2018,78'900,450,Automatikgetriebe,Benzin,9015 St. Gallen,2023-11-18,AUDI ,RS4 ,RS4 Avant ,,FALSE
"739",739,VW TIGUAN 2.0 TSI R Black Style 4Motion Akrapovic,59980,10.2022,17'500,320,Automatikgetriebe,Benzin,9542 Münchwilen,2023-11-18,VW ,TIGUAN ,TIGUAN 2.0 ,,FALSE
"740",740,VW TIGUAN 2.0 TSI R Black Style 4Motion Akrapovic,62480,10.2022,20'500,320,Automatikgetriebe,Benzin,9542 Münchwilen,2023-11-18,VW ,TIGUAN ,TIGUAN 2.0 ,,FALSE
"741",741,AUDI S6 quattro Turbo,27888,05.1995,270'000,230,Handschaltung,Benzin,6417 Sattel,2023-11-18,AUDI ,S6 ,S6 quattro ,,FALSE
